name,state,district,street,lon,lat,formatted,categories,
Nubian house,Aswan,Mahata Al Meyah Road,32.8875969,24.0810903,"Nubian house, Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",,
كافتيريا,Aswan,25,32.88470372,24.02448645,"Cafeteria, 25, Shash, 81531, Egypt","['catering', 'catering.cafe']",,
Aswan Moon,Aswan,Kornish Al Nile Street,32.8949146,24.0903101,"Aswan Moon, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional', 'internet_access']",,
Panorama,Aswan,Kornish Al Nile Street,32.8916496,24.0860309,"Panorama, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant']",,
El jokka,Aswan,Mahata Al Meyah Road,32.8846993,24.082727,"El Dokka, Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",,
دجاج كنتاكي,Aswan,Kornish Al Nile Street,32.8929262,24.0880896,"KFC, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.fast_food']",,
Nubian Dreams,Aswan,loop from Nubialin,32.890724,24.0893649,"Nubian Dreams, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",,
Nubian House Coffee Shop,Aswan,loop from Nubialin,32.887112,24.0857463,"Nubian House Coffee Shop, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",,
Pizza Biti,Aswan,Medan Mahata Aswan Street,32.9017787,24.100329,"Pizza Biti, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",[],
Mahmut Falafel,Aswan,Saad Zaghloul Street,32.8978365,24.0922616,"Mahmut Falafel, Saad Zaghloul Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",,
جمبريكا,Aswan,Al Marhoum Sayed Hamed Hassn Street,32.8978032,24.0895718,"Jambarika, Al Marhoum Sayed Hamed Hassn Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish']",,
فول وفلافل الونش,Aswan,Fandq Al Safa Street,32.9019094,24.1014253,"فول وفلافل الونش, Fandq Al Safa Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
El Shawesh,Aswan,Medan Al Kaysareya Street,32.8973521,24.0911723,"El Shawesh, Medan Al Kaysareya Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",,
Aswan Plaza / Cilantro,Aswan,Kornish Al Nile Street,32.8983258,24.097358,"Aswan Plaza / Cilantro, Kornish Al Nile Street, Saleh Gahin, 81511, Egypt","['catering', 'catering.restaurant']",,
Potato and Zlabaa,Aswan,Abtal Al Tahrir Street,32.8964469,24.0919832,"Potato and Zlabaa, Abtal Al Tahrir Street, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.fast_food']",[],
Cheap Fish Restaurant,Aswan,Al Sheikh Ibrahim Street,32.8995387,24.0903892,"Cheap Fish Restaurant, Al Sheikh Ibrahim Street, Negm Al Din, 81511, Egypt","['catering', 'catering.restaurant']",[],
Local restaurant,Aswan,Kornish Al Nile Street,32.8952171,24.0901468,"Local restaurant, Kornish Al Nile Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.regional']",,
Al masry,Aswan,Al Matar Street,32.8987551,24.0927083,"Al masry, Al Matar Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",[],
Chef Kahlil,Aswan,Saad Zaghloul Street,32.9015886,24.0985146,"Chef Kahlil, Saad Zaghloul Street, Saleh Gahin, 81521, Egypt","['catering', 'catering.restaurant']",[],
Falafel,Aswan,"Al Sad Al Aali, Aswan Road",32.8539651,23.9808867,"Falafel, Al Sad Al Aali, Aswan Road, Sahara City, Egypt","['catering', 'catering.fast_food']",,
جمبري افندي,Aswan,Al Sadat Road,32.8873274,24.0720701,"Jambari Afendi, Al Sadat Road, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",,
Sudanese coffee,Aswan,Street 6,32.8640546,24.0605888,"Jabbana, Street 6, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.cafe']",,
Jamaica Guest House,Aswan,loop from Nubialin,32.8910197,24.0894223,"Jamaica Guest House, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",[],
Kafana Guest House Nile View,Aswan,loop from Nubialin,32.8856693,24.0890581,"Kafana Guest House Nile View, loop from Nubialin, Koti, 81529, Egypt","['accommodation', 'accommodation.guest_house', 'catering', 'catering.restaurant']",[],
Old Nubian Guest House Philae & Restaurant,Aswan,25,32.8847615,24.0315912,"Old Nubian Guest House Philae & Restaurant, 25, Shash, 81531, Egypt","['accommodation', 'accommodation.guest_house', 'catering', 'catering.restaurant']",[],
King Jamaica Restaurant & Cafe,Aswan,loop from Nubialin,32.8908624,24.0894069,"King Jamaica Restaurant & Cafe, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",[],
Makani,Aswan,Kornish Al Nile Street,32.8906005,24.0852998,"Makani, Kornish Al Nile Street, Taqouk Mountain, 81529, Egypt","['catering', 'catering.restaurant']",[],
Soliah Restaurant,Aswan,25,32.8829807,24.0231607,"Soliah Restaurant, 25, Shash, 81531, Egypt","['catering', 'catering.restaurant']",[],
Al Batanyoun Port parking,Aswan,25,32.8829133,24.0370488,"Al Batanyoun Port parking, 25, Shash, 81531, Egypt","['catering', 'catering.restaurant']",[],
Negroni,Aswan,Aswan Airport Road,32.8246018,23.9674109,"Negroni, Aswan Airport Road, Sahara City, Egypt","['catering', 'catering.restaurant']",,
دجاج كنتاكي,Aswan,Kornish Al Nile Street,32.8932372,24.0881264,"KFC, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.fast_food']",,
Abu Al Hawa café,Aswan,Aswan Western Agricultural Road,32.8807659,24.1343654,"Abu Al Hawa café, Aswan Western Agricultural Road, Nag Al-Ghalalab, 81911, Egypt","['catering', 'catering.cafe']",[],
مطعم زبزو,Aswan,Khalf Al Mahakem Street,32.893404,24.0853103,"مطعم زبزو, Khalf Al Mahakem Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.restaurant']",,
كافي شوب الخان,Aswan,Street 13,32.893542,24.0849925,"كافي شوب الخان, Street 13, Abd Al Hafiz Abou Qedies, 81511, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",,
الجمهرية,Aswan,East Al Bandr Street,32.8954822,24.0787359,"الجمهرية, East Al Bandr Street, Abd Al Hafiz Abou Qedies, 81511, Egypt","['catering', 'catering.fast_food', 'halal', 'vegan', 'vegetarian', 'wheelchair', 'wheelchair.yes']",,
Aswan,from Nubialin to pathway,32.88597333,24.0923244,"from Nubialin to pathway, Aswan, 81529, Egypt","['building', 'building.catering', 'catering', 'catering.cafe']",[],,
Aswan,Al Fanadq Street,32.8890029,24.0832776,"Al Fanadq Street, Taqouk Mountain, 81529, Egypt","['catering', 'catering.cafe']",[],,
Aswan,Mahata Al Meyah Road,32.8849943,24.0826444,"Mahata Al Meyah Road, Taqouk Mountain, 81529, Egypt","['catering', 'catering.cafe']",[],,
Aswan,Wadi Hamdoun 1 Street,32.9013194,24.0982295,"Wadi Hamdoun 1 Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",[],,
Aswan,loop from Nubialin,32.8899715,24.0926805,"loop from Nubialin, Siou, 81511, Egypt","['catering', 'catering.cafe']",[],,
32.9006599,24.1001489,"['catering', 'catering.fast_food']",[],,,,,
Floating Restaurant - El Mabrouka,Aswan,Kornish Al Nile Street,32.8930888,24.088374,"Floating Restaurant - El Mabrouka, Kornish Al Nile Street, Abd Al Aazim Hassn, 81543, Egypt","['catering', 'catering.restaurant']",,
Aswan,Al Doctor Mohamed Khaled Street,32.8937137,24.0877493,"Al Doctor Mohamed Khaled Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.restaurant']",[],,
Aswan,Kornish Al Nile Street,32.896688,24.0950371,"Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['catering', 'catering.cafe']",[],,
Koshary Alsafoa,Aswan,Al Shahid Mahrous Street,32.9012727,24.0988748,"Koshary Alsafoa, Al Shahid Mahrous Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
El Salam Restaurant,Aswan,Saad Zaghloul Street,32.9015573,24.098892,"El Salam Restaurant, Saad Zaghloul Street, Saleh Gahin, 81521, Egypt","['catering', 'catering.restaurant']",,
Eplis,Aswan,"Cairo, Aswan Eastern Desert Road",32.891612,24.1324066,"Eplis, Cairo, Aswan Eastern Desert Road, Aswan, 81543, Egypt","['catering', 'catering.cafe']",,
Koshary and Falafel Sandwiches,Aswan,Al Ta'men Al Sihi Street,32.8850625,24.0621209,"Koshary and Falafel Sandwiches, Al Ta'men Al Sihi Street, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",,
Palestine,Aswan,Medan Mahata Aswan Street,32.9014806,24.0998065,"Palestine, Medan Mahata Aswan Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
Mirabelle,Aswan,Kornish Al Nile Street,32.8962805,24.0946389,"Mirabelle, Kornish Al Nile Street, Sherif Soliman, 81543, Egypt","['catering', 'catering.cafe']",,
Ashri Toki,Aswan,loop from Nubialin,32.8915802,24.0907032,"Ashri Toki, loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.restaurant']",,
Baba Dooi,Aswan,loop from Nubialin,32.8915801,24.0943616,"Baba Dooi, loop from Nubialin, Siou, 81511, Egypt","['catering', 'catering.restaurant']",,
"rich coffee, little bit expensive but nice people",Aswan,Kornish Al Nile Street,32.8950781,24.0900037,"rich coffee, little bit expensive but nice people, 83 Kornish Al Nile Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.cafe', 'internet_access']",,
Ismailia,Aswan,Al Matar Street,32.899042,24.092523,"Ismailia, Al Matar Street, Othman Ahmed Ibrahim, 81521, Egypt","['catering', 'catering.restaurant']",,
Abeer Restaurant,Aswan,Abtal Al Tahrir Street,32.9007941,24.0991194,"Abeer Restaurant, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
Makka,Aswan,Abtal Al Tahrir Street,32.9006439,24.0988808,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
Aswan,loop from Nubialin,32.8905965,24.0891742,"loop from Nubialin, Koti, 81529, Egypt","['catering', 'catering.cafe']",[],,
Makka,Aswan,Abtal Al Tahrir Street,32.9007223,24.0989422,"Makka, Abtal Al Tahrir Street, Saleh Gahin, 81543, Egypt","['catering', 'catering.restaurant']",,
Gamalat House,Aswan,Street 6,32.8625301,24.0597117,"Gamalat House, Street 6, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.cafe']",,
Aswan,Al Doctor Mohamed Yassin Elian Street,32.8932357,24.0850241,"Al Doctor Mohamed Yassin Elian Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.fast_food']",,,
Seafood restaurant $,Aswan,Al Sadat Road,32.8874974,24.0722919,"Seafood restaurant $, Al Sadat Road, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",,
The African club restaurant and cafe,Aswan,Al Masaken Street,32.8854747,24.0631753,"The African club restaurant and cafe, Al Masaken Street, Nagaa Al Mahata, 81531, Egypt","['catering', 'catering.restaurant']",,
Aswan,Al Doctor Mohamed Yassin Elian Street,32.8977402,24.0845047,"Al Doctor Mohamed Yassin Elian Street, Abd Al Hafiz Abou Qedies, 81511, Egypt","['catering', 'catering.restaurant', 'catering.restaurant.fish']",,,
Aswan,Salah Al Din Street,32.8973591,24.0894076,"Salah Al Din Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.fast_food']",,,
Aswan,Al Sheikh Ali Alley,32.8978041,24.0896599,"Al Sheikh Ali Alley, Othman Ahmed Ibrahim, 81511, Egypt","['catering', 'catering.fast_food']",,,
Aswan,Al Doctor Mohamed Yassin Elian Street,32.893316,24.0850166,"Al Doctor Mohamed Yassin Elian Street, Abd Al Aazim Hassn, 81511, Egypt","['catering', 'catering.cafe', 'catering.cafe.coffee', 'catering.cafe.coffee_shop']",,,
Mangrove Cafe,Red Sea,Hala'ib W Shalateen Road,35.4311654,24.2073881,"Mangrove Cafe, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.cafe']",[],
ronda,Red Sea,Hala'ib W Shalateen Road,35.4281343,24.2057256,"ronda, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",[],
Seven Seas,Red Sea,Hala'ib W Shalateen Road,35.4277747,24.2053057,"Seven Seas, Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['catering', 'catering.restaurant']",[],
Red Sea,Hala'ib W Shalateen Road,35.41329254,24.23874605,"Hala'ib W Shalateen Road, Ash Shalatin, Egypt","['building', 'building.catering', 'catering', 'catering.restaurant']",,,
Red Sea,Hala'ib W Shalateen Road,35.3655107,24.3006543,"Hala'ib W Shalateen Road, Egypt","['catering', 'catering.restaurant']",,,
Red Sea,Hala'ib W Shalateen Road,35.3634885,24.2999186,"Hala'ib W Shalateen Road, Egypt","['catering', 'catering.restaurant']",[],,
المتحف القومى للحضارة المصرية,Cairo,Neighbourhood 2,Al Fostat Street,31.24830296,30.00815255,"National Museum of Egyptian Civilisation, Al Fostat Street, Fostat, Cairo, 11923, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",
Ratios,Cairo,Street 11,31.2643904,29.9545485,"Ratios, 10B Street 11, Ma‘di Al Khahiri, Cairo, 11431, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
آلبحر ألأحمر للحوم,Giza,District 3,Street 4,30.9355629,29.9653037,"Red Sea Meats, 164 Street 4, 3rd District, 6th of October, 12596, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.butcher']",
سويتس,Giza,District 1,El Shohada Street,30.946642,29.972738,"Sweets, 27 El Shohada Street, 1st District, 6th of October, 12588, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.confectionery']",
حديقة الحيوانات,Giza,Charles De Gaulle Street,31.21394707,30.02419165,"Giza Zoo, Charles De Gaulle Street, Dokki, Giza, 11555, Egypt","['entertainment', 'entertainment.zoo']",,
المتحف القبطى,Cairo,Margerges Street,31.23020137,30.0057503,"The Coptic Museum, Margerges Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.museum', 'wheelchair', 'wheelchair.yes']",,
عرض الصوت والضوء,Giza,Abou Al Houl Al Syahi Street,31.13962528,29.97457835,"Sound & Light Show, Abou Al Houl Al Syahi Street, Nazlet al Batran, Giza, 12125, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre', 'tourism', 'tourism.attraction']",,
المتحف القومي للحضارة المصرية,Cairo,Neighbourhood 2,Al Fostat Street,31.2483497,30.0076062,"National Museum of Egyptian Civilization, Al Fostat Street, Fostat, Cairo, 11581, Egypt","['entertainment', 'entertainment.museum']",
MUST Opera House,Giza,Block 3,Side 26th of July Axis,30.9652826,29.9966129,"MUST Opera House, Side 26th of July Axis, 7th District, 6th of October, 12568, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre', 'wheelchair', 'wheelchair.limited']",
Drinkies - The beverage shop,Cairo,Moustafa Kamel Street,31.2604426,29.9589413,"Drinkies - The beverage shop, Moustafa Kamel Street, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
درب ١٧١٨,Cairo,Dar Al Salam Street,31.2318093,30.0029782,"Darb 1718, Dar Al Salam Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",,
Fair Trade Egypt,Cairo,Street 205,31.2738554,29.9548307,"Fair Trade Egypt, 12 Street 205, Cairo, 11431, Egypt","['commercial', 'commercial.gift_and_souvenir']",,
انفورميشن تيكنولوجي اوف ايجبت,Giza,Ahmed Rashad Street,31.2029488,30.0378,"information technology, Ahmed Rashad Street, Been Al-Sarayat, Giza, 12615, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
دوار العمده عطاالله ابوسريع,Giza,Al Neshaa Street,31.2670856,29.8120851,"دوار العمده عطاالله ابوسريع, 1 Al Neshaa Street, Al Maraziq, 12994, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,
Drinkies,Cairo,Street 9,31.2594124,29.9582312,"Drinkies, 84 Street 9, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.drinks']",,
المتحف المصري الكبير,Giza,"Cairo, Alexandria Desert Road",31.11907364,29.9945754,"Grand Egyptian Museum, Cairo, Alexandria Desert Road, Remaya Square, 12556, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",,
أوبرا القاهرة,Cairo,Al Tahrir Street,31.22407177,30.0425838,"Cairo Opera House, Al Tahrir Street, Bab al Luq, 11111, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.culture', 'entertainment.culture.theatre']",,
المتحف الزراعي,Giza,31.20932322,30.04655525,"Agricultural Museum, El Agouza, Giza, Egypt","['entertainment', 'entertainment.museum', 'leisure', 'leisure.park']",,,
متحف محمود مختار,Cairo,Al Tahrir Street,31.22296934,30.0406407,"Mahmoud Mukhtar Museum, Al Tahrir Street, Bab al Luq, 11111, Egypt","['entertainment', 'entertainment.museum']",,
متحف أحمد شوقي,Giza,Ahmed Shawki Street,31.21759877,30.0214547,"Ahmed Shawqi Museum, Ahmed Shawki Street, Been Al-Sarayat, Giza, 11555, Egypt","['entertainment', 'entertainment.museum']",,
Galaxy Cinema,Cairo,West Al Manial,Abd Al Aziz Al Seoud Street,31.2231082,30.0176442,"Galaxy Cinema, Abd Al Aziz Al Seoud Street, Al Manyal, Cairo, 11555, Egypt","['building', 'building.entertainment', 'entertainment', 'entertainment.cinema']",
متحف بنى سويف,Bani Sweif,Al Shahid Atef Abd Al Aziz Street,31.10130315,29.0840621,"Beni Suef Museum, Al Shahid Atef Abd Al Aziz Street, Al Mermah Bahary, 62515, Egypt","['building', 'building.tourism', 'entertainment', 'entertainment.museum']",,
متحف محمود خليل,Giza,Al Nil Street,31.21960388,30.03558325,"Mahmoud Khaleel, 80 Al Nil Street, Dokki, Giza, 12612, Egypt","['building', 'building.public_and_civil', 'building.tourism', 'entertainment', 'entertainment.museum']",,
ساقية الصاوي,Cairo,El Gabalayya,15th May Bridge,31.2163319,30.0624069,"El-Sawy Cultural Wheel, 15th May Bridge, Al-Sabtiyya, 11211, Egypt","['entertainment', 'entertainment.culture', 'entertainment.culture.arts_centre']",
المتخف الجيولوجي المصري,Cairo,Al Khokha and Al Qanaya,Kornish Al Nil Street,31.2287249,29.9961855,"Egyptian Geological Museum, Kornish Al Nil Street, Masr Al-Qadima, Cairo, 11666, Egypt","['entertainment', 'entertainment.museum']",
متحف أم كلثوم,Cairo,Al Roda and Al Mekyas,Al Malek Al Saleh Street,31.2248842,30.0076221,"Om Kalthom Museum, Al Malek Al Saleh Street, Masr Al-Qadima, Cairo, 11632, Egypt","['entertainment', 'entertainment.museum']",
The Bread Basket - German Bread & Sweets,Cairo,Street 81,31.2607599,29.9589204,"The Bread Basket - German Bread & Sweets, Street 81, Ma‘di Al Khahiri, Cairo, 11728, Egypt","['commercial', 'commercial.food_and_drink', 'commercial.food_and_drink.bakery']",,
